term	reading	frequency	kana_frequency
宿なし	やどなし	60588	204366
こうがい	こうがい	60589	
はやし	はやし	60590	
ごうぜん	ごうぜん	60591	
おつき	おつき	60592	
与一	よいち	60593	
モクモク	モクモク	60594	
とおりすぎる	とおりすぎる	60595	
ホロホロ	ホロホロ	60596	
なんでもかんでも	なんでもかんでも	60597	
嵌めこむ	はめこむ	60598	37585
チョイチョイ	チョイチョイ	60599	
かけぬける	かけぬける	60600	
健康上	けんこうじょう	60601	
元を正す	もとをただす	60602	87886
教え導く	おしえみちびく	60603	273102
雑言	ぞうごん	60604	106064
躍らす	おどらす	60605	95435
度胸試し	どきょうだめし	60606	
突然だけど	とつぜんだけど	60607	
大安売り	おおやすうり	60608	
足が付く	あしがつく	60609	231344
レオノーラ	レオノーラ	60610	
四聖	しせい	60611	
ステファニー	ステファニー	60612	
イデ	イデ	60613	
黒水晶	くろずいしょう	60614	
クロムウェル	クロムウェル	60615	
リーディング	リーディング	60616	
課題曲	かだいきょく	60617	
相剋	そうこく	60618	
闇鍋	やみなべ	60619	223901
閉廷	へいてい	60620	
ライフル銃	ライフルじゅう	60621	316970
軍用機	ぐんようき	60622	
ハリセン	ハリセン	60623	
教理	きょうり	60624	
探訪	たんぼう	60625	
雄鶏	おんどり	60626	104926
原子力発電所	げんしりょくはつでんしょ	60627	
水浴	すいよく	60628	
定宿	じょうやど	60629	197293
絣	かすり	60630	
チームメート	チームメート	60631	
混血児	こんけつじ	60632	
わたし的	わたしてき	60633	212766
鏡餅	かがみもち	60634	193288
下り階段	くだりかいだん	60635	
大願	たいがん	60636	
文明開化	ぶんめいかいか	60637	
白星	しろぼし	60638	
電気ポット	でんきポット	60639	
大魚	たいぎょ	60640	
今も尚	いまもなお	60641	81260
油性	ゆせい	60642	
死顔	しにがお	60643	
座を立つ	ざをたつ	60644	
税を納める	ぜいをおさめる	60645	
幼時	ようじ	60646	
お問い合わせ	おといあわせ	60647	297072
小銭入れ	こぜにいれ	60648	
堅持	けんじ	60649	75079
お釈迦様	おしゃかさま	60650	213442
実行中	じっこうちゅう	60652	
轟かす	とどろかす	60653	82100
霧に覆われる	きりにおおわれる	60654	
一案	いちあん	60655	214148
交通安全	こうつうあんぜん	60656	
きそう	きそう	60657	
にべ	にべ	60658	
どさくさ紛れ	どさくさまぎれ	60659	75227
検事局	けんじきょく	60660	277793
桃園	ももぞの	60661	
調剤	ちょうざい	60662	214579
母星	ぼせい	60663	
加増	かぞう	60664	
内応	ないおう	60665	
素股	すまた	60666	290902
ビート板	ビートばん	60667	
投げ槍	なげやり	60668	59493
改行	かいぎょう	60669	
扱き使う	こきつかう	60670	75404
言うまでも無い	いうまでもない	60671	19282
頻々	ひんぴん	60672	70898
爾来	じらい	60673	68179
身も世もない	みもよもない	60674	
選任	せんにん	60675	
瑕	きず	60676	35396
留保	りゅうほ	60677	130083
飛び降り	とびおり	60678	
多種	たしゅ	60679	115678
一両日中	いちりょうじつちゅう	60680	
ツートップ	ツートップ	60681	
つれづれ	つれづれ	60682	
ねんね	ねんね	60683	
盛りあげる	もりあげる	60684	97261
のろい	のろい	60685	
はまりこむ	はまりこむ	60686	
しまつ	しまつ	60687	
おひる	おひる	60688	
マンマン	マンマン	60689	
復しゅう	ふくしゅう	60690	
書き割り	かきわり	60691	136445
すもう	すもう	60692	
バカでかい	バカでかい	60693	
あれだけ	あれだけ	60694	
引けをとる	ひけをとる	60695	59189
ヨタヨタ	ヨタヨタ	60696	
プウ	プウ	60697	
ひとつとっても	ひとつとっても	60698	
けんまく	けんまく	60699	
納め	おさめ	60700	
イン	イン	60701	
育ちが良い	そだちがいい	60702	280039
買いだめ	かいだめ	60703	
蛇の道は蛇	じゃのみちはへび	60704	
痛い目に遭わせる	いたいめにあわせる	60705	286324
ても良い	てもいい	60706	17387
二番煎じ	にばんせんじ	60707	
静音	せいおん	60708	
フライヤー	フライヤー	60709	
バギー	バギー	60710	
変異体	へんいたい	60711	
若党	わかとう	60712	272196
染色体	せんしょくたい	60713	287629
事務総長	じむそうちょう	60714	
標題	ひょうだい	60715	
土管	どかん	60716	224965
マグネシウム	マグネシウム	60717	
みなもと	みなもと	60718	
大震災	だいしんさい	60719	305686
外資	がいし	60720	
夜戦	やせん	60721	
酸素ボンベ	さんそボンベ	60722	
田地	でんち	60723	
児童文学	じどうぶんがく	60724	
銅板	どうばん	60725	
ＰＴＳＤ	ピーティーエスディー	60726	
定期券	ていきけん	60727	
灌漑	かんがい	60728	114258
黄泉の国	よみのくに	60729	
這い蹲う	はいつくばう	60730	63277
遠近法	えんきんほう	60731	260533
小休憩	しょうきゅうけい	60732	
不安視	ふあんし	60733	
毛羽立つ	けばだつ	60734	112063
梅雨入り	つゆいり	60735	
恨み辛み	うらみつらみ	60736	110238
糸を張る	いとをはる	60737	
を基にして	をもとにして	60738	52796
熟す	じゅくす	60739	213728
割り引く	わりびく	60740	216683
神経過敏	しんけいかびん	60741	263510
セス	セス	60742	
サニー	サニー	60743	
サイキック	サイキック	60744	
アイゼン	アイゼン	60745	
アーニャ	アーニャ	60746	
リゼ	リゼ	60747	
旭日	きょくじつ	60748	153661
継子	ままこ	60749	108674
氷原	ひょうげん	60750	
密猟者	みつりょうしゃ	60751	
雲上	うんじょう	60752	
水泳大会	すいえいたいかい	60753	
軍司令官	ぐんしれいかん	60754	
特別席	とくべつせき	60755	
フィッシュ	フィッシュ	60756	
社会保障	しゃかいほしょう	60757	
夜来	やらい	60758	153575
飲用	いんよう	60759	
譬える	たとえる	60760	17991
切り殺す	きりころす	60761	236189
中央突破	ちゅうおうとっぱ	60762	
勇躍	ゆうやく	60763	
聖地巡礼	せいちじゅんれい	60764	
大スター	だいスター	60765	
口述	こうじゅつ	60766	
パイプオルガン	パイプオルガン	60767	
理髪店	りはつてん	60768	
海外留学	かいがいりゅうがく	60769	
時候	じこう	60770	
塗り分ける	ぬりわける	60771	158526
一畳	いちじょう	60772	
ボキボキ	ボキボキ	60773	
うろつき回る	うろつきまわる	60774	62983
地価	ちか	60775	
過ぎゆく	すぎゆく	60776	189136
麗らか	うららか	60777	34289
牙を研ぐ	きばをとぐ	60778	
疲れやすい	つかれやすい	60779	243977
逃げ口上	にげこうじょう	60780	
ごくろうさん	ごくろうさん	60781	
ふあん	ふあん	60782	
ちょうしょう	ちょうしょう	60783	
がみがみ	がみがみ	60784	
チチ	チチ	60785	
おだて	おだて	60786	
むかい	むかい	60787	
まひる	まひる	60788	
マージャン	マージャン	60789	
足をのばす	あしをのばす	60790	244421
イイコト	イイコト	60791	
イイエ	イイエ	60792	
今朝がた	けさがた	60793	116369
ことを運ぶ	ことをはこぶ	60794	166428
なじみ深い	なじみぶかい	60795	169641
マサキ	マサキ	60796	
ほね	ほね	60797	
うのみにする	うのみにする	60798	
バカ話	バカばなし	60799	
見れる	みれる	60800	68688
する	する	60801	
嫌い	ぎらい	60802	57721
左	さ	60803	
注ぎ込む	つぎこむ	60804	59991
抉る	しゃくる	60805	31181
じょう	じょう	60806	
景	かげ	60807	44789
何れ	いずれ	60808	1026
見てのお楽しみ	みてのおたのしみ	60809	
と言ってしまえばそれまで	といってしまえばそれまで	60810	120204
いがみ合い	いがみあい	60811	
セロ	セロ	60812	
バリー	バリー	60813	
リフ	リフ	60814	
積分	せきぶん	60815	
土豪	どごう	60816	
パキスタン	パキスタン	60817	
チェシャ	チェシャ	60818	
養護	ようご	60819	68990
政体	せいたい	60820	
引寄せる	ひきよせる	60821	45987
借財	しゃくざい	60822	281183
雨傘	あまがさ	60823	142815
ホワイトソース	ホワイトソース	60824	
定期検診	ていきけんしん	60825	289775
衷心	ちゅうしん	60826	
ムキー	ムキー	60827	
政治活動	せいじかつどう	60828	
上納	じょうのう	60829	
真っ正直	まっしょうじき	60830	280709
無断外泊	むだんがいはく	60831	
凡才	ぼんさい	60832	
噤む	つぐむ	60833	55785
居住空間	きょじゅうくうかん	60834	
出来レース	できレース	60835	
途方	とほう	60836	85969
一蹴り	ひとけり	60837	249582
すがる	すがる	60838	
希望に沿う	きぼうにそう	60839	
セリア	セリア	60840	
ポメラニアン	ポメラニアン	60841	
エルネスト	エルネスト	60842	
京阪	けいはん	60843	
制御系	せいぎょけい	60844	
保険料	ほけんりょう	60845	
窃盗団	せっとうだん	60846	
ハット	ハット	60847	
人生ゲーム	じんせいゲーム	60848	
聾する	ろうする	60849	
貫頭衣	かんとうい	60850	
誤認逮捕	ごにんたいほ	60851	
手羽先	てばさき	60852	156482
給油	きゅうゆ	60853	
生産ライン	せいさんライン	60854	
地上波	ちじょうは	60855	292229
よござんす	よござんす	60856	
弁じる	べんじる	60857	
現代科学	げんだいかがく	60858	
重職	じゅうしょく	60859	
傘立て	かさたて	60860	
夢想家	むそうか	60861	
耳触り	みみざわり	60862	267878
背信行為	はいしんこうい	60863	
幾通り	いくとおり	60864	151085
猛抗議	もうこうぎ	60865	
使い回し	つかいまわし	60866	
拝読	はいどく	60867	
恕	じょ	60868	
ラビ	ラビ	60869	
アルベール	アルベール	60870	
明王	みょうおう	60871	255753
エクソシスト	エクソシスト	60872	
ガイル	ガイル	60873	
音楽堂	おんがくどう	60874	
ファシスト	ファシスト	60875	
内庭	うちにわ	60876	
誘導弾	ゆうどうだん	60877	
義太夫	ぎだゆう	60878	150690
ウデ	ウデ	60879	
なみ	なみ	60880	
髪結い	かみゆい	60881	139980
襟もと	えりもと	60882	78417
他をあたる	ほかをあたる	60883	124552
いけず	いけず	60884	
おり	おり	60885	
ちょこざい	ちょこざい	60886	
ふみにじる	ふみにじる	60887	
もちこたえる	もちこたえる	60888	
さしはさむ	さしはさむ	60889	
ハマ	ハマ	60890	
おうじ	おうじ	60891	
じゅばん	じゅばん	60892	
うけあう	うけあう	60893	
たちあがる	たちあがる	60894	
マーベラス	マーベラス	60895	
のけ者	のけもの	60896	105220
物わかり	ものわかり	60897	82718
としより	としより	60898	
いなり	いなり	60899	
イヤア	イヤア	60900	
そら	そら	60901	
流罪	るざい	60902	130565
救難	きゅうなん	60903	
瞠る	みはる	60904	38186
本会議	ほんかいぎ	60905	313546
バイアス	バイアス	60906	
再配置	さいはいち	60907	
レセプション	レセプション	60908	
ＩＣレコーダー	アイシーレコーダー	60909	
本線	ほんせん	60910	289954
アイドリング	アイドリング	60911	
喝破	かっぱ	60912	261835
性欲処理	せいよくしょり	60913	
芝居小屋	しばいごや	60914	216664
貿易会社	ぼうえきがいしゃ	60915	
騙し合い	だましあい	60916	184558
アジア系	アジアけい	60917	
入り婿	いりむこ	60918	
個人資産	こじんしさん	60919	
条件付け	じょうけんづけ	60920	
殉ずる	じゅんずる	60921	
アイライン	アイライン	60922	
大酒飲み	おおざけのみ	60923	301281
ショック療法	ショックりょうほう	60924	
見渡し	みわたし	60925	
血は争えない	ちはあらそえない	60927	
ライナ	ライナ	60928	
真砂	まさご	60929	128058
リビア	リビア	60930	
神将	じんしょう	60931	
姫宮	ひめみや	60932	114686
剝離	はくり	60933	
降ろし	おろし	60934	41737
ヨーク	ヨーク	60935	
民生	みんせい	60936	
奥羽	おうう	60937	108583
ソニー	ソニー	60938	
国府	こくふ	60939	276179
十八禁	じゅうはちきん	60940	
発効	はっこう	60941	
サーセン	サーセン	60942	
法度	はっと	60943	219301
ブルネット	ブルネット	60944	
ダイアモンド	ダイアモンド	60945	
放散	ほうさん	60946	
機密文書	きみつぶんしょ	60947	
寄附	きふ	60948	74477
吸気	きゅうき	60949	232093
寂然	せきぜん	60950	125047
ジゴロ	ジゴロ	60951	
外線	がいせん	60952	
創立記念日	そうりつきねんび	60953	
旗揚げ	はたあげ	60954	254356
抜身	ぬきみ	60955	113452
国外逃亡	こくがいとうぼう	60956	289936
突き当る	つきあたる	60957	62799
独身男性	どくしんだんせい	60958	
持ち家	もちいえ	60959	283705
木組み	きぐみ	60960	
ナビゲート	ナビゲート	60961	
伝染る	うつる	60962	7795
お色直し	おいろなおし	60963	
入れ食い	いれぐい	60964	
日参	にっさん	60965	
突破口を開く	とっぱこうをひらく	60966	
複雑骨折	ふくざつこっせつ	60967	
じゃりじゃり	じゃりじゃり	60968	
住めば都	すめばみやこ	60969	
了承済み	りょうしょうずみ	60970	
キャンピングカー	キャンピングカー	60971	
敦賀	つるが	60972	
カワウソ	カワウソ	60973	
検査官	けんさかん	60974	
ハロウィーン	ハロウィーン	60975	
有り難う	ありがとう	60977	508
外戚	がいせき	60978	
ビニールハウス	ビニールハウス	60979	
おしなべて	おしなべて	60980	
はいり込む	はいりこむ	60981	43981
わらべ	わらべ	60982	
それはそうとして	それはそうとして	60983	
トクベツ	トクベツ	60984	
ダンゴ	ダンゴ	60985	
肩をならべる	かたをならべる	60986	306804
うすぐらい	うすぐらい	60987	
ドナドナ	ドナドナ	60988	
板敷	いたじき	60989	
うみ	うみ	60990	
はふる	はふる	60991	
箔がつく	はくがつく	60992	234524
大みそか	おおみそか	60993	85116
とりどり	とりどり	60994	
でぶ	でぶ	60995	
